#ZVView-data-copy:   2-Dec-2019 09:34:42
#=======================================
#
#name:   50-SN-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  34401
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
        0.1381            0       5.9858      0.22111  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.13812            0       6.2661      0.22161  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.13813            0       6.6174      0.22217  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.13814            0       6.4486      0.22108  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.13816            0       6.1744      0.22472  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.13817            0       6.3344      0.22257  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.13819            0       5.9659      0.22468  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
        0.1382            0       5.3284      0.22297  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.13822            0       5.5959      0.15367  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.13825            0       5.4362      0.15392  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.13828            0       6.1192      0.15943  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.13831            0        6.338      0.16605  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.13833            0       6.8976      0.16756  # 1998,J.A.Harvey          ## 14194002  #dY:2.4%
       0.13836            0       6.4954      0.16752  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.13839            0       6.3689       0.1686  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
        0.1384      0.00075          6.5         0.12  # 1966,J.F.Whalen+         ## 11540007  #dY:1.8%
       0.13842            0       6.3847      0.17575  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.13845            0       6.7936      0.18071  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.13848            0       6.6526      0.17593  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
        0.1385            0       5.9135      0.16599  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.13853            0       5.4231      0.16691  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.13856            0       5.5079      0.17356  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.13859            0        5.784       0.1791  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.13862            0       6.3914      0.18302  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.13865            0       6.5654      0.18588  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.13867            0       6.7587      0.18104  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
        0.1387            0        6.779      0.17242  # 1998,J.A.Harvey          ## 14194002  #dY:2.5%
       0.13873            0       6.3981      0.16668  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.13876            0       5.8382      0.16647  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.13879            0       5.7198       0.1629  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.13882            0       5.4585      0.16161  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.13884            0       4.8663      0.22664  # 1998,J.A.Harvey          ## 14194002  #dY:4.7%
       0.13885            0       5.2795      0.22539  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.13887            0        5.448      0.23092  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.13888            0       5.7314       0.2311  # 1998,J.A.Harvey          ## 14194002  #dY:4.0%
       0.13889            0       5.9019      0.23525  # 1998,J.A.Harvey          ## 14194002  #dY:4.0%
       0.13891            0        5.607      0.23909  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.13892            0       5.5903      0.24497  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
       0.13894            0       5.3166      0.24756  # 1998,J.A.Harvey          ## 14194002  #dY:4.7%
       0.13895            0       5.0256      0.24333  # 1998,J.A.Harvey          ## 14194002  #dY:4.8%
       0.13897            0       4.9262      0.24185  # 1998,J.A.Harvey          ## 14194002  #dY:4.9%
       0.13898            0       4.6908      0.24649  # 1998,J.A.Harvey          ## 14194002  #dY:5.3%
       0.13899            0       4.9472      0.25356  # 1998,J.A.Harvey          ## 14194002  #dY:5.1%
       0.13901            0       5.0622      0.25291  # 1998,J.A.Harvey          ## 14194002  #dY:5.0%
       0.13902            0       5.6533      0.25263  # 1998,J.A.Harvey          ## 14194002  #dY:4.5%
       0.13904            0       5.5166      0.24711  # 1998,J.A.Harvey          ## 14194002  #dY:4.5%
       0.13905            0       5.1154      0.24604  # 1998,J.A.Harvey          ## 14194002  #dY:4.8%
       0.13907            0       5.8023      0.24482  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.13908            0       7.0349       0.2477  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.13909            0       5.6342      0.24564  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
       0.13911            0       5.9369      0.24722  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.13912            0       6.8896      0.24278  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.13914            0       6.7131      0.24436  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.13915            0        7.358      0.24213  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.13916            0       7.7157      0.24615  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.13918            0        8.053      0.24404  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.13919            0       7.9989      0.24568  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.13921            0         7.94      0.24473  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.13922            0       7.6782      0.24077  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.13924            0       7.4183      0.24213  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.13925            0       7.2923       0.2418  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.13926            0       7.8066      0.24452  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.13928            0       7.8411       0.2464  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.13929            0       7.8964      0.25291  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.13931            0       7.4206      0.25707  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.13932            0       7.6056      0.25842  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.13934            0       6.9596      0.25985  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.13935            0       6.3525      0.25826  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
       0.13936            0         5.87      0.25521  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.13938            0       5.8691      0.25104  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.13939            0       5.8795      0.24508  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
        0.1394      0.00075         6.28         0.12  # 1966,J.F.Whalen+         ## 11540007  #dY:1.9%
       0.13941            0       5.8078      0.17029  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.13944            0       5.6406      0.16901  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.13947            0       6.3806      0.16903  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
        0.1395            0       6.2719       0.1696  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.13953            0       6.1428      0.16698  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.13956            0       6.0324      0.16464  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.13959            0       5.8525      0.16787  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.13962            0       5.2402       0.1709  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.13964            0       5.1548      0.16949  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.13967            0       4.5998      0.16663  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
        0.1397            0       4.9317      0.16268  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.13973            0       4.8671      0.16362  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.13976            0       4.9092      0.16543  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.13979            0       4.3382      0.16167  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.13982            0       4.7536      0.15758  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.13984            0       4.6586      0.22088  # 1998,J.A.Harvey          ## 14194002  #dY:4.7%
       0.13985            0       5.3005      0.22377  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.13987            0       5.1957      0.22696  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
       0.13988            0       5.2272      0.22644  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
        0.1399            0       6.0737      0.23278  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.13991            0       5.7772      0.23976  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.13992            0       6.7993      0.24669  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.13994            0       7.0145       0.2521  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.13995            0        6.268      0.25298  # 1998,J.A.Harvey          ## 14194002  #dY:4.0%
       0.13997            0       6.7227      0.24765  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.13998            0       5.9867      0.24815  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
          0.14            0          6.4            0  # 1947,R.Fields+           ## 11260019
          0.14            0       5.8488      0.24435  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.14001            0       6.0627       0.2469  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
       0.14002            0       6.3601       0.2508  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14005            0       5.8872      0.17755  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14007            0       6.2072      0.17504  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
        0.1401            0       6.1326       0.1705  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14013            0       6.8815      0.16936  # 1998,J.A.Harvey          ## 14194002  #dY:2.5%
       0.14016            0       7.2334      0.17275  # 1998,J.A.Harvey          ## 14194002  #dY:2.4%
       0.14019            0        7.426      0.17389  # 1998,J.A.Harvey          ## 14194002  #dY:2.3%
       0.14022            0       7.9574      0.17367  # 1998,J.A.Harvey          ## 14194002  #dY:2.2%
       0.14025            0       8.2118      0.17889  # 1998,J.A.Harvey          ## 14194002  #dY:2.2%
       0.14028            0        8.579       0.1929  # 1998,J.A.Harvey          ## 14194002  #dY:2.2%
       0.14031            0       8.4633      0.20422  # 1998,J.A.Harvey          ## 14194002  #dY:2.4%
       0.14033            0       7.7482      0.20415  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.14036            0        7.411      0.19783  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14039            0        7.101      0.19947  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
        0.1404      0.00075         6.35         0.12  # 1966,J.F.Whalen+         ## 11540007  #dY:1.9%
       0.14042            0       7.0872      0.19953  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14045            0       6.5187      0.19057  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14048            0       6.2238      0.18345  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14051            0       5.8965      0.17887  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14054            0       6.3873      0.17958  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14057            0       6.3897      0.17572  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14059            0       6.9572      0.18004  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.14062            0       6.9151      0.25584  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14063            0       7.3103      0.26278  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.14065            0       7.6749      0.26423  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14066            0       8.1352      0.26699  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14067            0       9.7822      0.27568  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14069            0       10.793      0.27608  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
        0.1407            0       10.722      0.28271  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.14072            0       12.058      0.28676  # 1998,J.A.Harvey          ## 14194002  #dY:2.4%
       0.14073            0       11.943      0.29229  # 1998,J.A.Harvey          ## 14194002  #dY:2.4%
       0.14075            0       12.163      0.28478  # 1998,J.A.Harvey          ## 14194002  #dY:2.3%
       0.14076            0        11.53      0.27521  # 1998,J.A.Harvey          ## 14194002  #dY:2.4%
       0.14078            0       9.6453      0.25927  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14079            0       9.0863      0.24819  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
        0.1408            0        8.279      0.24365  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14082            0       7.5536      0.23857  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14083            0       7.5001       0.2352  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14085            0       6.9733      0.23687  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14086            0       6.5353      0.23498  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.14088            0        6.283      0.23964  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14089            0       6.3147      0.24501  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14091            0        6.559      0.17794  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14094            0       6.1315      0.18198  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14097            0       6.1579      0.18071  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14099            0        6.209      0.25635  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
         0.141            0        6.578            0  # 1956,J.R.Beyster+        ## 11220025
         0.141            0         6.92            0  # 1965,K.K.Seth+           ## 11781013
       0.14101            0       6.3027      0.25944  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
       0.14102            0       6.5498         0.26  # 1998,J.A.Harvey          ## 14194002  #dY:4.0%
       0.14104            0       7.1612      0.26441  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14105            0       7.5742      0.26661  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.14107            0       7.7225      0.26672  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.14108            0       7.7543      0.26675  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
        0.1411            0       7.0816      0.26528  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14111            0       7.0458       0.2664  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14112            0       6.3393      0.26496  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.14114            0       6.0326      0.27498  # 1998,J.A.Harvey          ## 14194002  #dY:4.6%
       0.14115            0         6.41      0.27641  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.14117            0       6.6554      0.27374  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
       0.14118            0       6.9929      0.27354  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
        0.1412            0       7.1763      0.26505  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14121            0        7.426      0.26055  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.14123            0       7.5434      0.25522  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14124            0       6.6451      0.24588  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14126            0       6.4047      0.23793  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14127            0       6.6005      0.22982  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.14128            0       6.1353      0.22708  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
        0.1413            0       5.8767      0.22307  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14131            0       5.9449      0.22649  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14133            0       5.8139      0.22826  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14134            0       5.7949       0.2311  # 1998,J.A.Harvey          ## 14194002  #dY:4.0%
       0.14136            0       6.3028      0.23506  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14137            0       6.9556      0.23904  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14139            0       7.4401       0.2434  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
        0.1414      0.00075         6.33         0.12  # 1966,J.F.Whalen+         ## 11540007  #dY:1.9%
        0.1414            0       8.4125      0.25059  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14142            0       8.8086      0.25559  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14143            0       9.1656      0.26266  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14145            0       9.2626      0.27053  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14146            0       9.7614       0.2711  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14147            0       8.9869       0.2732  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14149            0       8.2189      0.26949  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
        0.1415            0       7.6731      0.26977  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.14152            0       8.0106      0.26779  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14153            0       7.7666      0.26501  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14155            0       6.8318      0.26052  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14158            0       7.4442      0.14932  # 1998,J.A.Harvey          ## 14194002  #dY:2.0%
       0.14162            0       7.2613      0.14502  # 1998,J.A.Harvey          ## 14194002  #dY:2.0%
       0.14166            0        6.767      0.13893  # 1998,J.A.Harvey          ## 14194002  #dY:2.1%
       0.14171            0       6.2174      0.13622  # 1998,J.A.Harvey          ## 14194002  #dY:2.2%
       0.14175            0       6.0908      0.13771  # 1998,J.A.Harvey          ## 14194002  #dY:2.3%
        0.1418            0       6.1167      0.13312  # 1998,J.A.Harvey          ## 14194002  #dY:2.2%
       0.14183            0       6.2605      0.22697  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.14184            0       6.2791      0.22964  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14186            0       6.7854       0.2384  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.14187            0       7.3681      0.24365  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14188            0       7.5092      0.25433  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
        0.1419            0       7.9598      0.25558  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14191            0       8.6696      0.26271  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14193            0       9.0537       0.2709  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14194            0       8.6248      0.26581  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14196            0       8.1718      0.26291  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14197            0       7.5805      0.26053  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14199            0       6.6797      0.25533  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
         0.142            0       6.8894      0.25186  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14202            0       6.4237      0.24601  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14203            0       6.3081       0.2389  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14205            0       5.9587      0.22985  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14206            0       5.9052      0.22202  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14208            0       5.2743      0.21664  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
       0.14209            0       5.7543      0.21293  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14213            0       5.5138      0.11188  # 1998,J.A.Harvey          ## 14194002  #dY:2.0%
       0.14219            0       5.2906      0.12657  # 1998,J.A.Harvey          ## 14194002  #dY:2.4%
       0.14225            0       5.1734      0.12378  # 1998,J.A.Harvey          ## 14194002  #dY:2.4%
        0.1423            0       5.2288      0.12832  # 1998,J.A.Harvey          ## 14194002  #dY:2.5%
       0.14236            0       5.1649      0.13379  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
        0.1424      0.00075         6.48         0.12  # 1966,J.F.Whalen+         ## 11540007  #dY:1.9%
        0.1424            0       5.2755       0.2618  # 1998,J.A.Harvey          ## 14194002  #dY:5.0%
       0.14241            0       5.5928      0.25907  # 1998,J.A.Harvey          ## 14194002  #dY:4.6%
       0.14243            0       5.4427      0.25937  # 1998,J.A.Harvey          ## 14194002  #dY:4.8%
       0.14244            0       5.9023      0.25231  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.14246            0       6.2479      0.25593  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
       0.14247            0       7.1186      0.25527  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.14249            0       6.7574      0.25827  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
        0.1425            0       7.4783      0.25464  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14252            0       7.9616       0.2538  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14253            0       8.6504      0.25722  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14255            0       8.7833      0.25349  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14256            0       9.4741      0.25217  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14258            0       9.2821      0.25032  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14259            0       9.0522       0.2526  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14261            0       9.1894      0.25815  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14262            0       9.6513      0.27162  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14264            0       9.8417      0.27738  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14265            0       9.8886      0.28279  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14267            0       9.7524      0.28153  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14268            0       8.9206      0.27445  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
        0.1427            0       7.8972      0.26997  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14271            0       7.8629      0.26777  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14273            0       6.3475      0.25934  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
       0.14274            0       6.5575       0.2532  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14275            0       6.4436      0.25201  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14277            0       6.3373      0.24899  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14278            0       6.2475      0.24403  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
        0.1428            0       5.7645      0.24095  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.14281            0        5.732      0.24144  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.14283            0       6.0676      0.24519  # 1998,J.A.Harvey          ## 14194002  #dY:4.0%
       0.14284            0       6.3967      0.24978  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14286            0       6.6014      0.24934  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14287            0       7.3638      0.25345  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14289            0       7.2084      0.25282  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
        0.1429            0       8.0359       0.2475  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14292            0       8.0669      0.24038  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14293            0       6.9838       0.2335  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14295            0       6.7248      0.22672  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14296            0       5.6243      0.22193  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14298            0        5.544      0.21865  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14299            0       5.5009      0.21769  # 1998,J.A.Harvey          ## 14194002  #dY:4.0%
       0.14301            0       5.1102      0.22114  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.14302            0       5.1973      0.22655  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
       0.14304            0       5.3898      0.23901  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
       0.14305            0       5.4442      0.24293  # 1998,J.A.Harvey          ## 14194002  #dY:4.5%
       0.14307            0       6.5408      0.25284  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14308            0       6.9007      0.25903  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
        0.1431            0       6.8845      0.26269  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14311            0        7.758      0.26698  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14313            0       6.8851      0.26156  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14314            0       6.9194      0.26409  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14316            0       6.7557      0.25947  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14317            0       6.1405      0.26009  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.14319            0       6.0975      0.25339  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
        0.1432            0       6.3778      0.25861  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
       0.14322            0       6.1325      0.25304  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
       0.14323            0       6.3637      0.25723  # 1998,J.A.Harvey          ## 14194002  #dY:4.0%
       0.14325            0       6.4353       0.2536  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14326            0       6.5993      0.25684  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14327            0       7.1128      0.25982  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14329            0       7.4675      0.25948  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
        0.1433            0       7.0462      0.25731  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14332            0       7.5584      0.26265  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.14333            0       7.2909      0.26667  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14335            0       6.3458      0.27247  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.14336            0       6.7837      0.26693  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14338            0       6.6913      0.26085  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14339            0       5.7325      0.25391  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
        0.1434      0.00075         6.14         0.12  # 1966,J.F.Whalen+         ## 11540007  #dY:2.0%
       0.14341            0       6.0265      0.25043  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
