#ZVView-data-copy:   2-Dec-2019 09:34:42
#=======================================
#
#name:   50-SN-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  34401
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       0.95164            0        6.474     0.094288  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.9519            0       6.6355     0.094766  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95215            0       6.5101     0.095192  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95241            0       6.5411     0.095067  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95266            0       6.5456     0.094476  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95292            0       6.3628     0.094192  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95317            0       6.5913     0.093532  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95343            0       6.6495     0.093859  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95368            0       6.6744     0.094601  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95394            0       6.5978     0.094651  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9542            0       6.4957     0.094713  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95445            0       6.6427     0.094717  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95471            0       6.8383     0.095137  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95497            0       6.8399     0.095228  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95522            0       6.7374     0.095572  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95548            0       6.8746     0.095182  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95574            0        6.617      0.09546  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95599            0       6.9179     0.095533  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95625            0       6.5282     0.095783  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95651            0       6.4474     0.096112  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95676            0       6.3049     0.095725  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95702            0       6.2926     0.095785  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95728            0       6.3083     0.094888  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95754            0       6.2659      0.09417  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95779            0       6.3912     0.094015  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95805            0       6.6192     0.094212  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95831            0       6.5163     0.094711  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95857            0       6.7151     0.095991  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95882            0       6.7896     0.096638  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95908            0       6.8467     0.097342  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95934            0       7.0226     0.097866  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9596            0       6.8503     0.098757  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95986            0       6.8046      0.09854  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96012            0        6.605      0.09915  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96038            0       6.4311      0.09843  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96063            0       6.4897     0.098451  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96089            0       6.7698     0.098044  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96115            0       6.8499     0.096929  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96141            0       6.4532     0.096488  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96167            0       6.6578     0.096349  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96193            0       6.6498     0.096589  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96219            0       6.7012     0.096305  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96245            0        6.796     0.096661  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96271            0       6.8238     0.096088  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96297            0       6.6653     0.095447  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96323            0       6.5988     0.095315  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96349            0       6.8764       0.0947  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96375            0       6.6218     0.094151  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96401            0       6.4483     0.093581  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96427            0       6.3171     0.093366  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96453            0       6.3697     0.093985  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96479            0       6.4862      0.09362  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96505            0       6.4536     0.094283  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96531            0       6.3749     0.094824  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96557            0       6.5147     0.094502  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96583            0       6.5776     0.094234  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96609            0       6.4629     0.093942  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96635            0       6.2934     0.093166  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96661            0       6.3072     0.093564  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96687            0       6.6396     0.094642  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96714            0       6.6213     0.095896  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9674            0       6.9487     0.096017  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96766            0       6.7523     0.095982  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96792            0       6.6755     0.095571  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96818            0       6.6523     0.095651  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96844            0       6.6982     0.095499  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96871            0       6.7954     0.095144  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96897            0        6.632     0.094831  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96923            0       6.6665     0.094162  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.96949            0       6.4028     0.094196  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.96976            0       6.3743     0.093923  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
          0.97            0        6.499            0  # 1956,J.R.Beyster+        ## 11220025
       0.97002            0       6.2399     0.093605  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97028            0       6.4952     0.093805  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97054            0       6.2573     0.093112  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97081            0       6.3433     0.094171  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97107            0       6.4679     0.094692  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97133            0       6.7143     0.094752  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9716            0         6.77      0.09521  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97186            0       6.8562     0.095092  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97212            0        6.754     0.095102  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97239            0       6.7718     0.094851  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97265            0       6.6411     0.094249  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97291            0       6.5682     0.093434  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97318            0       6.3245     0.093195  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97344            0       6.1735     0.093659  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.9737            0       6.2284     0.093541  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97397            0       6.2935     0.093772  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97423            0       6.5157     0.094124  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9745            0       6.6437     0.094705  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97476            0       6.9116     0.094367  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97503            0       6.6971     0.094531  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97529            0       6.4274     0.094248  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97556            0       6.6119      0.09478  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97582            0       6.8464     0.095032  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97609            0       6.5352     0.094493  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97635            0       6.5676     0.094559  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97662            0        6.372     0.094479  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97688            0       6.2694     0.094908  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97715            0       6.4313     0.094386  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97741            0       6.4527     0.094728  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97768            0        6.505     0.095433  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97794            0       6.4741     0.095043  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97821            0       6.3125     0.094939  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97847            0       6.4943      0.09415  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97874            0       6.4589     0.093495  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97901            0       6.1091     0.092522  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97927            0       6.4692     0.093223  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.97954            0       6.3092     0.093331  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.97981            0       6.4837     0.094561  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98007            0       6.3518     0.094747  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98034            0       6.3219     0.094862  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98061            0       6.2293     0.093918  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98087            0       6.2024     0.093855  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98114            0       6.5242     0.093836  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98141            0       6.6822     0.094259  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98168            0       6.7125     0.094358  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98194            0       7.0607     0.094705  # 1998,J.A.Harvey          ## 14194002  #dY:1.3%
       0.98221            0       7.1174     0.095433  # 1998,J.A.Harvey          ## 14194002  #dY:1.3%
       0.98248            0       6.8097      0.09597  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98275            0       6.8257     0.095818  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98301            0       6.7628     0.095894  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98328            0       6.8784     0.096172  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98355            0       6.6547     0.097044  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98382            0       6.7416     0.097133  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98409            0       6.6058     0.096927  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98435            0       6.7755     0.096769  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98462            0       6.7489     0.096525  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98489            0       6.7915     0.096396  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98516            0       6.7783     0.095635  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98543            0       6.4608     0.094531  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.9857            0       6.3264     0.094434  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98597            0       6.4972      0.09474  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98624            0       6.4973     0.094941  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.9865            0       6.3171     0.095413  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98677            0       6.3723     0.095444  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98718            0       6.3759      0.06727  # 1998,J.A.Harvey          ## 14194002  #dY:1.1%
       0.98758            0        6.364     0.094725  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98785            0       6.3805     0.094765  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98812            0       6.5581     0.095425  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.98839            0       6.6601     0.095448  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98866            0       6.5507     0.094677  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.98893            0       6.7594      0.09511  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9892            0       6.9743     0.095689  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
